0.000000,0.000000,0.000000
0.050000,-0.100000,0.100000
0.100000,-0.200000,0.200000
0.150000,-0.300000,0.300000
0.200000,-0.400000,0.400000
0.250000,-0.500000,0.500000
0.300000,-0.600000,0.600000
0.350000,-0.700000,0.700000
0.400000,-0.800000,0.800000
0.450000,-0.900000,0.900000
0.500000,-1.000000,1.000000
0.550000,-1.100000,1.100000
0.600000,-1.200000,1.200000
0.650000,-1.300000,1.300000
0.700000,-1.400000,1.400000
0.750000,-1.500000,1.500000
0.800000,-1.600000,1.600000
0.850000,-1.700000,1.700000
0.900000,-1.800000,1.800000
0.950000,-1.900000,1.900000
1.000000,-2.000000,2.000000
1.000000,-2.000000,2.000000
1.400000,-2.800000,2.800000
1.800000,-3.600000,3.600000
2.200000,-4.400000,4.400000
2.600000,-5.200000,5.200000
3.000000,-6.000000,6.000000
3.400000,-6.800000,6.800000
3.800000,-7.600000,7.600000
4.200000,-8.400000,8.400000
4.600000,-9.200000,9.200000
5.000000,-10.000000,10.000000
5.400000,-10.800000,10.800000
5.800000,-11.600000,11.600000
6.200000,-12.400000,12.400000
6.600000,-13.200000,13.200000
7.000000,-14.000000,14.000000
7.400000,-14.800000,14.800000
7.800000,-15.600000,15.600000
8.200000,-16.400000,16.400000
8.600000,-17.200000,17.200000
9.000000,-18.000000,18.000000
