-2.000000,3.000000
2.000000,3.000000
1.992107,3.251162
1.968459,3.501333
1.929149,3.749525
1.874333,3.994760
1.804226,4.236068
1.719106,4.472498
1.619308,4.703117
1.505227,4.927015
1.377312,5.143307
1.236068,5.351141
1.082053,5.549696
0.915875,5.738188
0.738188,5.915875
0.549696,6.082053
0.351141,6.236068
0.143307,6.377312
-0.072985,6.505227
-0.296883,6.619308
-0.527502,6.719106
-0.763932,6.804226
-1.005240,6.874333
-1.250475,6.929149
-1.498667,6.968459
-1.748838,6.992107
-2.000000,7.000000
-2.251162,6.992107
-2.501333,6.968459
-2.749525,6.929149
-2.994760,6.874333
-3.236068,6.804226
-3.472498,6.719106
-3.703117,6.619308
-3.927015,6.505227
-4.143307,6.377312
-4.351141,6.236068
-4.549696,6.082053
-4.738188,5.915875
-4.915875,5.738188
-5.082053,5.549696
-5.236068,5.351141
-5.377312,5.143307
-5.505227,4.927015
-5.619308,4.703117
-5.719106,4.472498
-5.804226,4.236068
-5.874333,3.994760
-5.929149,3.749525
-5.968459,3.501333
-5.992107,3.251162
-6.000000,3.000000
-5.992107,2.748838
-5.968459,2.498667
-5.929149,2.250475
-5.874333,2.005240
-5.804226,1.763932
-5.719106,1.527502
-5.619308,1.296883
-5.505227,1.072985
-5.377312,0.856693
-5.236068,0.648859
-5.082053,0.450304
-4.915875,0.261812
-4.738188,0.084125
-4.549696,-0.082053
-4.351141,-0.236068
-4.143307,-0.377312
-3.927015,-0.505227
-3.703117,-0.619308
-3.472498,-0.719106
-3.236068,-0.804226
-2.994760,-0.874333
-2.749525,-0.929149
-2.501333,-0.968459
-2.251162,-0.992107
-2.000000,-1.000000
-1.748838,-0.992107
-1.498667,-0.968459
-1.250475,-0.929149
-1.005240,-0.874333
-0.763932,-0.804226
-0.527502,-0.719106
-0.296883,-0.619308
-0.072985,-0.505227
0.143307,-0.377312
0.351141,-0.236068
0.549696,-0.082053
0.738188,0.084125
0.915875,0.261812
1.082053,0.450304
1.236068,0.648859
1.377312,0.856693
1.505227,1.072985
1.619308,1.296883
1.719106,1.527502
1.804226,1.763932
1.874333,2.005240
1.929149,2.250475
1.968459,2.498667
1.992107,2.748838
2.000000,3.000000
