-3.000000,7.000000,2.000000
-2.750000,6.850000,1.850000
-2.500000,6.700000,1.700000
-2.250000,6.550000,1.550000
-2.000000,6.400000,1.400000
-1.750000,6.250000,1.250000
-1.500000,6.100000,1.100000
-1.250000,5.950000,0.950000
-1.000000,5.800000,0.800000
-0.750000,5.650000,0.650000
-0.500000,5.500000,0.500000
-0.250000,5.350000,0.350000
-0.000000,5.200000,0.200000
0.250000,5.050000,0.050000
0.500000,4.900000,-0.100000
0.750000,4.750000,-0.250000
1.000000,4.600000,-0.400000
1.250000,4.450000,-0.550000
1.500000,4.300000,-0.700000
1.750000,4.150000,-0.850000
2.000000,4.000000,-1.000000
