-1.000000,3.000000,-4.000000
-0.900000,2.700000,-3.600000
-0.800000,2.400000,-3.200000
-0.700000,2.100000,-2.800000
-0.600000,1.800000,-2.400000
-0.500000,1.500000,-2.000000
-0.400000,1.200000,-1.600000
-0.300000,0.900000,-1.200000
-0.200000,0.600000,-0.800000
-0.100000,0.300000,-0.400000
0.000000,0.000000,0.000000
0.100000,-0.300000,0.400000
0.200000,-0.600000,0.800000
0.300000,-0.900000,1.200000
0.400000,-1.200000,1.600000
0.500000,-1.500000,2.000000
0.600000,-1.800000,2.400000
0.700000,-2.100000,2.800000
0.800000,-2.400000,3.200000
0.900000,-2.700000,3.600000
1.000000,-3.000000,4.000000
