2.000000,-1.000000,3.000000
1.800000,-0.900000,3.000000
1.600000,-0.800000,3.000000
1.400000,-0.700000,3.000000
1.200000,-0.600000,3.000000
1.000000,-0.500000,3.000000
0.800000,-0.400000,3.000000
0.600000,-0.300000,3.000000
0.400000,-0.200000,3.000000
0.200000,-0.100000,3.000000
0.000000,0.000000,3.000000
-0.200000,0.100000,3.000000
-0.400000,0.200000,3.000000
-0.600000,0.300000,3.000000
-0.800000,0.400000,3.000000
-1.000000,0.500000,3.000000
-1.200000,0.600000,3.000000
-1.400000,0.700000,3.000000
-1.600000,0.800000,3.000000
-1.800000,0.900000,3.000000
-2.000000,1.000000,3.000000
